Company Name,Location,Description,Batch,Context,YC URL,Contact Source
SevnAI,"San Francisco, CA, USA",,Winter 2024,YC Winter 2024 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/sevnai,https://www.ycombinator.com/companies/sevnai - Check company website for contact info
Browser Buddy,"San Francisco, CA, USA",A recommendation system for great Internet writing,Winter 2024,YC Winter 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/browser-buddy,https://www.ycombinator.com/companies/browser-buddy - Check company website for contact info
Astro Mechanica,"San Francisco, CA, USA",Supersonics for the new Jet Age,Winter 2024,YC Winter 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/astro-mechanica,https://www.ycombinator.com/companies/astro-mechanica - Check company website for contact info
CodeAnt AI,"San Francisco, CA, USA",AI Code Health Platform,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/codeant-ai,https://www.ycombinator.com/companies/codeant-ai - Check company website for contact info
Draftaid,"Toronto, ON, Canada",Go from 3D models to CAD drawings using AI,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/draftaid,https://www.ycombinator.com/companies/draftaid - Check company website for contact info
Metofico,"London, England, United Kingdom",No Code Data Analysis for Life Science Research,Winter 2024,YC Winter 2024 startup - Developer tool that needs API/docs pages indexed for developer discovery,https://www.ycombinator.com/companies/metofico,https://www.ycombinator.com/companies/metofico - Check company website for contact info
Ellipsis,,AI code reviews & bug fixes,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/ellipsis,https://www.ycombinator.com/companies/ellipsis - Check company website for contact info
Dime,"New York, NY, USA",Dime automates administrative busywork at healthcare clinics,Winter 2024,YC Winter 2024 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/dime-2,https://www.ycombinator.com/companies/dime-2 - Check company website for contact info
Solari AI,"New York, NY, USA",Gives non-technical team members agents that work right out of the box,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/solari-ai,https://www.ycombinator.com/companies/solari-ai - Check company website for contact info
Pythagora,,Worlds first all-in-one AI development platform.,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/pythagora,https://www.ycombinator.com/companies/pythagora - Check company website for contact info
Open,"San Francisco, CA, USA",Enterprise AI customer support,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/open,https://www.ycombinator.com/companies/open - Check company website for contact info
Salvy,"Curitiba, PR, Brazil",Mobile carrier for businesses in Brazil,Winter 2024,YC Winter 2024 startup - B2B platform that needs service pages indexed for enterprise clients,https://www.ycombinator.com/companies/salvy,https://www.ycombinator.com/companies/salvy - Check company website for contact info
Centralize,"San Francisco, CA, USA",The AI-powered deal collaboration platform for high ACV revenue teams,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/centralize,https://www.ycombinator.com/companies/centralize - Check company website for contact info
phospho,"San Francisco, CA, USA",Give brains to robots,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/phospho,https://www.ycombinator.com/companies/phospho - Check company website for contact info
Firebender,,Most powerful coding agent for Android engineers,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/firebender,https://www.ycombinator.com/companies/firebender - Check company website for contact info
Aether,"San Francisco, CA, USA",AI sales platform for home services,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/aether,https://www.ycombinator.com/companies/aether - Check company website for contact info
Parallel,"Paris, Île-de-France, France",AI agents for healthcare admin,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/parallel,https://www.ycombinator.com/companies/parallel - Check company website for contact info
Vibrant Labs,"San Francisco, CA, USA",RL environments for long horizon AI Agents,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/vibrant-labs,https://www.ycombinator.com/companies/vibrant-labs - Check company website for contact info
sync.,"San Francisco, CA, USA",AI lipsync tool for video content creators,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sync-2,https://www.ycombinator.com/companies/sync-2 - Check company website for contact info
PandasAI,"Munich, BY, Germany",PandasAI is an open-source conversational data analysis platform with…,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/pandasai,https://www.ycombinator.com/companies/pandasai - Check company website for contact info
Infinity,"Bengaluru, KA, India",Business banking for cross-border SMBs & Startups,Winter 2024,YC Winter 2024 startup - Fintech startup that needs service pages indexed for customer acquisition,https://www.ycombinator.com/companies/infinity,https://www.ycombinator.com/companies/infinity - Check company website for contact info
InQuery,,Intelligent Medical Record Reviews,Winter 2024,YC Winter 2024 startup - Healthcare startup that needs their platform pages indexed for providers/patients,https://www.ycombinator.com/companies/inquery-2,https://www.ycombinator.com/companies/inquery-2 - Check company website for contact info
14.ai,"San Francisco, CA, USA",AI Customer Service Agency for Your B2C Business,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/14-ai,https://www.ycombinator.com/companies/14-ai - Check company website for contact info
Tamarind Bio,,AI Inference Platform for Drug Discovery,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/tamarind-bio,https://www.ycombinator.com/companies/tamarind-bio - Check company website for contact info
Clarion,"New York, NY, USA",The AI communication layer for healthcare,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/clarion,https://www.ycombinator.com/companies/clarion - Check company website for contact info
Consul,"New York, NY, USA",The Stablecoin Payouts Platform,Winter 2024,YC Winter 2024 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/consul,https://www.ycombinator.com/companies/consul - Check company website for contact info
Scout,"San Francisco, CA, USA",AI insights for consumer products,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cpgscout,https://www.ycombinator.com/companies/cpgscout - Check company website for contact info
Decipher AI,"San Francisco, CA, USA",QA agents that write tests 10x faster with zero maintenance,Winter 2024,YC Winter 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/decipher-ai,https://www.ycombinator.com/companies/decipher-ai - Check company website for contact info
